Date,Province,City or Regency,New Cases,New Deaths,New Recovered,Total Cases,Total Deaths,Total Recovered,Case Fatality Rate,Case Recovered Rate,Population
3/29/2020,Lampung,,0,0,0,3,0,0,0.00%,0.00%,9095591
3/29/2020,Maluku,,0,0,0,1,1,1,100.00%,100.00%,1847097
3/29/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
3/29/2020,Papua,,2,0,0,8,1,2,12.50%,25.00%,4340348
3/29/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
3/29/2020,Riau,,1,0,0,2,0,1,0.00%,50.00%,6074100
3/29/2020,Sulawesi Barat,,0,0,0,1,0,0,0.00%,0.00%,1559984
3/29/2020,Sulawesi Selatan,,15,0,0,47,1,5,2.13%,10.64%,9426885
3/29/2020,Sulawesi Tengah,,0,0,0,2,0,0,0.00%,0.00%,2955567
3/29/2020,Sulawesi Tenggara,,0,0,0,3,0,0,0.00%,0.00%,2635461
3/29/2020,Sulawesi Utara,,0,0,0,1,1,5,100.00%,500.00%,2641884
3/29/2020,Sumatera Barat,,0,0,0,5,0,1,0.00%,20.00%,5519245
3/29/2020,Sumatera Selatan,,0,0,0,2,2,1,100.00%,50.00%,8217551
3/29/2020,Sumatera Utara,,0,0,0,1,2,10,200.00%,1000.00%,14874889
3/30/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
3/30/2020,Bali,,9,0,0,12,2,3,16.67%,25.00%,4216171
3/30/2020,Banten,,22,0,3,65,25,183,38.46%,281.54%,10722374
3/30/2020,DKI Jakarta,,33,7,0,364,96,112,26.37%,30.77%,10846145
3/30/2020,Daerah Istimewa Yogyakarta,,2,0,1,6,2,4,33.33%,66.67%,3631015
3/30/2020,,,129,8,11,1414,122,75,8.63%,5.30%,265185520
3/30/2020,Jambi,,1,0,0,2,0,4,0.00%,200.00%,3493357
3/30/2020,Jawa Barat,,19,3,5,152,30,82,19.74%,53.95%,45161325
3/30/2020,Jawa Tengah,,17,1,1,103,22,24,21.36%,23.30%,36364072
3/30/2020,Jawa Timur,,7,2,0,116,43,368,37.07%,317.24%,40479023
3/30/2020,Kalimantan Barat,,1,0,0,8,2,3,25.00%,37.50%,5422814
3/30/2020,Kalimantan Selatan,,5,0,0,5,0,0,0.00%,0.00%,4023049
3/30/2020,Kalimantan Tengah,,0,0,0,3,2,39,66.67%,1300.00%,2570289
3/30/2020,Kalimantan Timur,,0,0,0,13,0,3,0.00%,23.08%,3552191
3/30/2020,Kalimantan Utara,,0,0,0,2,0,0,0.00%,0.00%,648407
3/30/2020,Kepulauan Bangka Belitung,,1,0,0,1,0,0,0.00%,0.00%,1379767
3/30/2020,Kepulauan Riau,,2,2,0,4,3,2,75.00%,50.00%,1929400
3/30/2020,Lampung,,4,1,0,7,1,0,14.29%,0.00%,9095591
3/30/2020,Maluku,,0,0,0,1,1,1,100.00%,100.00%,1847097
3/30/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
3/30/2020,Papua,,0,0,0,8,1,2,12.50%,25.00%,4340348
3/30/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
3/30/2020,Riau,,1,0,0,3,0,1,0.00%,33.33%,6074100
3/30/2020,Sulawesi Barat,,0,0,0,1,0,0,0.00%,0.00%,1559984
3/30/2020,Sulawesi Selatan,,4,2,0,51,3,5,5.88%,9.80%,9426885
3/30/2020,Sulawesi Tengah,,0,0,0,2,0,0,0.00%,0.00%,2955567
3/30/2020,Sulawesi Tenggara,,0,0,0,3,0,0,0.00%,0.00%,2635461
3/30/2020,Sulawesi Utara,,0,0,0,1,1,5,100.00%,500.00%,2641884
3/30/2020,Sumatera Barat,,3,0,0,8,0,1,0.00%,12.50%,5519245
3/30/2020,Sumatera Selatan,,0,0,0,2,2,1,100.00%,50.00%,8217551
3/30/2020,Sumatera Utara,,6,0,0,7,2,10,28.57%,142.86%,14874889
3/31/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
3/31/2020,Bali,,0,0,1,12,2,4,16.67%,33.33%,4216171
3/31/2020,Banten,,14,2,1,79,27,184,34.18%,232.91%,10722374
3/31/2020,Bengkulu,,1,1,0,1,1,0,100.00%,0.00%,1999539
3/31/2020,DKI Jakarta,,44,10,0,408,106,112,25.98%,27.45%,10846145
3/31/2020,Daerah Istimewa Yogyakarta,,5,0,0,11,2,4,18.18%,36.36%,3631015
3/31/2020,,,114,14,6,1528,136,81,8.90%,5.30%,265185520
3/31/2020,Jambi,,0,0,0,2,0,4,0.00%,200.00%,3493357
3/31/2020,Jawa Barat,,7,0,3,159,30,85,18.87%,53.46%,45161325
3/31/2020,Jawa Tengah,,15,2,0,118,24,24,20.34%,20.34%,36364072
3/31/2020,Jawa Timur,,1,0,0,117,43,368,36.75%,314.53%,40479023
3/31/2020,Kalimantan Barat,,0,0,0,8,2,3,25.00%,37.50%,5422814
3/31/2020,Kalimantan Selatan,,2,0,0,7,0,0,0.00%,0.00%,4023049
3/31/2020,Kalimantan Tengah,,4,0,2,7,2,41,28.57%,585.71%,2570289
3/31/2020,Kalimantan Timur,,3,1,0,16,1,3,6.25%,18.75%,3552191
3/31/2020,Kalimantan Utara,,0,0,0,2,0,0,0.00%,0.00%,648407
3/31/2020,Kepulauan Bangka Belitung,,1,1,0,2,1,0,50.00%,0.00%,1379767
3/31/2020,Kepulauan Riau,,1,0,0,5,3,2,60.00%,40.00%,1929400
3/31/2020,Lampung,,0,1,0,7,2,0,28.57%,0.00%,9095591
3/31/2020,Maluku,,0,0,0,1,1,1,100.00%,100.00%,1847097
3/31/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
3/31/2020,Nusa Tenggara Barat,,2,0,0,2,0,0,0.00%,0.00%,5270247
3/31/2020,Papua,,1,0,1,9,1,3,11.11%,33.33%,4340348
3/31/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
3/31/2020,Riau,,0,0,0,3,0,1,0.00%,33.33%,6074100
3/31/2020,Sulawesi Barat,,0,0,0,1,0,0,0.00%,0.00%,1559984
3/31/2020,Sulawesi Selatan,,0,1,0,51,4,5,7.84%,9.80%,9426885
3/31/2020,Sulawesi Tengah,,0,0,0,2,0,0,0.00%,0.00%,2955567
3/31/2020,Sulawesi Tenggara,,0,0,0,3,0,0,0.00%,0.00%,2635461
3/31/2020,Sulawesi Utara,,0,0,0,1,1,5,100.00%,500.00%,2641884
3/31/2020,Sumatera Barat,,0,0,0,8,0,1,0.00%,12.50%,5519245
3/31/2020,Sumatera Selatan,,3,0,0,5,2,1,40.00%,20.00%,8217551
3/31/2020,Sumatera Utara,,6,2,0,13,4,10,30.77%,76.92%,14874889
4/1/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
4/1/2020,Bali,,6,0,1,18,2,5,11.11%,27.78%,4216171
4/1/2020,Banten,,12,1,6,91,28,190,30.77%,208.79%,10722374
4/1/2020,Bengkulu,,0,0,0,1,1,0,100.00%,0.00%,1999539
4/1/2020,DKI Jakarta,,59,1,0,467,107,112,22.91%,23.98%,10846145
4/1/2020,Daerah Istimewa Yogyakarta,,6,0,1,17,2,5,11.76%,29.41%,3631015
4/1/2020,,,149,21,22,1677,157,103,9.36%,6.14%,265185520
4/1/2020,Jambi,,0,0,0,2,0,4,0.00%,200.00%,3493357
4/1/2020,Jawa Barat,,20,1,2,179,31,87,17.32%,48.60%,45161325
4/1/2020,Jawa Tengah,,19,8,16,137,32,40,23.36%,29.20%,36364072
4/1/2020,Jawa Timur,,9,4,77,126,47,445,37.30%,353.17%,40479023
4/1/2020,Kalimantan Barat,,1,0,0,9,2,3,22.22%,33.33%,5422814
4/1/2020,Kalimantan Selatan,,0,0,0,7,0,0,0.00%,0.00%,4023049
4/1/2020,Kalimantan Tengah,,0,0,0,7,2,41,28.57%,585.71%,2570289
4/1/2020,Kalimantan Timur,,1,0,0,17,1,3,5.88%,17.65%,3552191
4/1/2020,Kalimantan Utara,,0,0,0,2,0,0,0.00%,0.00%,648407
4/1/2020,Kepulauan Bangka Belitung,,0,0,0,2,1,0,50.00%,0.00%,1379767
4/1/2020,Kepulauan Riau,,0,0,0,5,3,2,60.00%,40.00%,1929400
4/1/2020,Lampung,,0,0,0,7,2,0,28.57%,0.00%,9095591
4/1/2020,Maluku,,0,0,1,1,1,2,100.00%,200.00%,1847097
4/1/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
4/1/2020,Nusa Tenggara Barat,,2,0,0,4,0,0,0.00%,0.00%,5270247
4/1/2020,Papua,,0,0,1,9,1,4,11.11%,44.44%,4340348
4/1/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
4/1/2020,Riau,,0,1,0,3,1,1,33.33%,33.33%,6074100
4/1/2020,Sulawesi Barat,,0,0,0,1,0,0,0.00%,0.00%,1559984
4/1/2020,Sulawesi Selatan,,14,0,0,65,4,5,6.15%,7.69%,9426885
4/1/2020,Sulawesi Tengah,,0,0,0,2,0,0,0.00%,0.00%,2955567
4/1/2020,Sulawesi Tenggara,,0,0,0,3,0,0,0.00%,0.00%,2635461
4/1/2020,Sulawesi Utara,,2,0,0,3,1,5,33.33%,166.67%,2641884
4/1/2020,Sumatera Barat,,0,0,0,8,0,1,0.00%,12.50%,5519245
4/1/2020,Sumatera Selatan,,0,0,0,5,2,1,40.00%,20.00%,8217551
4/1/2020,Sumatera Utara,,2,0,0,15,4,10,26.67%,66.67%,14874889
4/2/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
4/2/2020,Bali,,0,0,0,18,2,5,11.11%,27.78%,4216171
4/2/2020,Banten,,6,2,1,97,30,191,30.93%,196.91%,10722374
4/2/2020,Bengkulu,,0,0,0,1,1,0,100.00%,0.00%,1999539
4/2/2020,DKI Jakarta,,70,5,2,537,112,114,20.86%,21.23%,10846145
4/2/2020,Daerah Istimewa Yogyakarta,,0,1,0,17,3,5,17.65%,29.41%,3631015
4/2/2020,,,113,13,9,1790,170,112,9.50%,6.26%,265185520
4/2/2020,Jambi,,0,0,0,2,0,4,0.00%,200.00%,3493357
4/2/2020,Jawa Barat,,15,5,1,194,36,88,18.56%,45.36%,45161325
4/2/2020,Jawa Tengah,,5,2,2,142,34,42,23.94%,29.58%,36364072
4/2/2020,Jawa Timur,,0,12,91,126,59,536,46.83%,425.40%,40479023
4/2/2020,Kalimantan Barat,,0,1,0,9,3,3,33.33%,33.33%,5422814
4/2/2020,Kalimantan Selatan,,0,0,0,7,0,0,0.00%,0.00%,4023049
4/2/2020,Kalimantan Tengah,,0,0,0,7,2,41,28.57%,585.71%,2570289
4/2/2020,Kalimantan Timur,,0,0,0,17,1,3,5.88%,17.65%,3552191
4/2/2020,Kalimantan Utara,,0,0,0,2,0,0,0.00%,0.00%,648407
4/2/2020,Kepulauan Bangka Belitung,,0,0,0,2,1,0,50.00%,0.00%,1379767
4/2/2020,Kepulauan Riau,,2,1,2,7,4,4,57.14%,57.14%,1929400
4/2/2020,Lampung,,0,0,0,7,2,0,28.57%,0.00%,9095591
4/2/2020,Maluku,,0,0,0,1,1,2,100.00%,200.00%,1847097
4/2/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
4/2/2020,Nusa Tenggara Barat,,0,0,0,4,0,0,0.00%,0.00%,5270247
4/2/2020,Papua,,0,0,1,9,1,5,11.11%,55.56%,4340348
4/2/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
4/2/2020,Riau,,4,0,0,7,1,1,14.29%,14.29%,6074100
4/2/2020,Sulawesi Barat,,0,0,0,1,0,0,0.00%,0.00%,1559984
4/2/2020,Sulawesi Selatan,,0,2,4,65,6,9,9.23%,13.85%,9426885
4/2/2020,Sulawesi Tengah,,0,1,0,2,1,0,50.00%,0.00%,2955567
4/2/2020,Sulawesi Tenggara,,0,0,0,3,0,0,0.00%,0.00%,2635461
4/2/2020,Sulawesi Utara,,0,0,0,3,1,5,33.33%,166.67%,2641884
4/2/2020,Sumatera Barat,,0,0,0,8,0,1,0.00%,12.50%,5519245
4/2/2020,Sumatera Selatan,,6,0,0,11,2,1,18.18%,9.09%,8217551
4/2/2020,Sumatera Utara,,0,0,0,15,4,10,26.67%,66.67%,14874889
4/3/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
4/3/2020,Bali,,3,0,0,21,2,5,9.52%,23.81%,4216171
4/3/2020,Banten,,4,0,4,101,30,195,29.70%,193.07%,10722374
4/3/2020,Bengkulu,,1,0,0,2,1,0,50.00%,0.00%,1999539
4/3/2020,DKI Jakarta,,71,6,2,608,118,116,19.41%,19.08%,10846145
4/3/2020,Daerah Istimewa Yogyakarta,,0,0,0,17,3,5,17.65%,29.41%,3631015
4/3/2020,,,196,11,22,1986,181,134,9.11%,6.75%,265185520
4/3/2020,Jambi,,0,0,0,2,0,4,0.00%,200.00%,3493357
4/3/2020,Jawa Barat,,2,1,2,196,37,90,18.88%,45.92%,45161325
4/3/2020,Jawa Tengah,,19,1,5,161,35,47,21.74%,29.19%,36364072
4/3/2020,Jawa Timur,,47,1,7,173,60,543,34.68%,313.87%,40479023
4/3/2020,Kalimantan Barat,,0,0,0,9,3,3,33.33%,33.33%,5422814
4/3/2020,Kalimantan Selatan,,0,0,0,7,0,0,0.00%,0.00%,4023049
4/3/2020,Kalimantan Tengah,,2,0,0,9,2,41,22.22%,455.56%,2570289
4/3/2020,Kalimantan Timur,,1,0,0,18,1,3,5.56%,16.67%,3552191
4/3/2020,Kalimantan Utara,,6,0,0,8,0,0,0.00%,0.00%,648407
4/3/2020,Kepulauan Bangka Belitung,,0,0,0,2,1,0,50.00%,0.00%,1379767
4/3/2020,Kepulauan Riau,,2,0,0,9,4,4,44.44%,44.44%,1929400
4/3/2020,Lampung,,3,1,0,10,3,0,30.00%,0.00%,9095591
4/3/2020,Maluku,,0,0,0,1,1,2,100.00%,200.00%,1847097
4/3/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
4/3/2020,Nusa Tenggara Barat,,0,0,0,4,0,0,0.00%,0.00%,5270247
4/3/2020,Papua,,6,1,0,15,2,5,13.33%,33.33%,4340348
4/3/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
4/3/2020,Riau,,3,0,0,10,1,1,10.00%,10.00%,6074100
4/3/2020,Sulawesi Barat,,1,0,0,2,0,0,0.00%,0.00%,1559984
4/3/2020,Sulawesi Selatan,,15,0,0,80,6,9,7.50%,11.25%,9426885
4/3/2020,Sulawesi Tengah,,2,1,0,4,2,0,50.00%,0.00%,2955567
4/3/2020,Sulawesi Tenggara,,2,0,0,5,0,0,0.00%,0.00%,2635461
4/3/2020,Sulawesi Utara,,0,0,0,3,1,5,33.33%,166.67%,2641884
4/3/2020,Sumatera Barat,,0,0,0,8,0,1,0.00%,12.50%,5519245
4/3/2020,Sumatera Selatan,,1,0,0,12,2,1,16.67%,8.33%,8217551
4/3/2020,Sumatera Utara,,0,0,0,15,4,10,26.67%,66.67%,14874889
4/4/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
4/4/2020,Bali,,5,0,0,26,2,5,7.69%,19.23%,4216171
4/4/2020,Banten,,3,2,2,104,32,197,30.77%,189.42%,10722374
4/4/2020,Bengkulu,,0,0,0,2,1,0,50.00%,0.00%,1999539
4/4/2020,DKI Jakarta,,57,8,5,665,126,121,18.95%,18.20%,10846145
4/4/2020,Daerah Istimewa Yogyakarta,,5,0,0,22,3,5,13.64%,22.73%,3631015
4/4/2020,,,106,10,16,2092,191,150,9.13%,7.17%,265185520
4/4/2020,Jambi,,0,0,0,2,0,4,0.00%,200.00%,3493357
4/4/2020,Jawa Barat,,20,4,2,216,41,92,18.98%,42.59%,45161325
4/4/2020,Jawa Tengah,,15,1,3,176,36,50,20.45%,28.41%,36364072
4/4/2020,Jawa Timur,,5,2,3,178,62,546,34.83%,306.74%,40479023
4/4/2020,Kalimantan Barat,,0,0,0,9,3,3,33.33%,33.33%,5422814
4/4/2020,Kalimantan Selatan,,0,0,0,7,0,0,0.00%,0.00%,4023049
4/4/2020,Kalimantan Tengah,,1,0,2,10,2,43,20.00%,430.00%,2570289
4/4/2020,Kalimantan Timur,,2,0,1,20,1,4,5.00%,20.00%,3552191
4/4/2020,Kalimantan Utara,,0,0,0,8,0,0,0.00%,0.00%,648407
4/4/2020,Kepulauan Bangka Belitung,,0,0,0,2,1,0,50.00%,0.00%,1379767
4/4/2020,Kepulauan Riau,,0,0,0,9,4,4,44.44%,44.44%,1929400
4/4/2020,Lampung,,0,0,0,10,3,0,30.00%,0.00%,9095591
4/4/2020,Maluku,,0,0,0,1,1,2,100.00%,200.00%,1847097
4/4/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
4/4/2020,Nusa Tenggara Barat,,0,0,0,4,0,0,0.00%,0.00%,5270247
4/4/2020,Papua,,2,0,1,17,2,6,11.76%,35.29%,4340348
4/4/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
4/4/2020,Riau,,0,0,1,10,1,2,10.00%,20.00%,6074100
4/4/2020,Sulawesi Barat,,0,0,0,2,0,0,0.00%,0.00%,1559984
4/4/2020,Sulawesi Selatan,,0,2,5,80,8,14,10.00%,17.50%,9426885
4/4/2020,Sulawesi Tengah,,0,0,0,4,2,0,50.00%,0.00%,2955567
4/4/2020,Sulawesi Tenggara,,0,0,1,5,0,1,0.00%,20.00%,2635461
4/4/2020,Sulawesi Utara,,0,1,0,3,2,5,66.67%,166.67%,2641884
4/4/2020,Sumatera Barat,,0,0,0,8,0,1,0.00%,12.50%,5519245
4/4/2020,Sumatera Selatan,,0,0,1,12,2,2,16.67%,16.67%,8217551
4/4/2020,Sumatera Utara,,3,1,0,18,5,10,27.78%,55.56%,14874889
4/5/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
4/5/2020,Bali,,5,0,4,31,2,9,6.45%,29.03%,4216171
4/5/2020,Banten,,4,2,4,108,34,201,31.48%,186.11%,10722374
4/5/2020,Bengkulu,,0,0,0,2,1,0,50.00%,0.00%,1999539
4/5/2020,DKI Jakarta,,87,11,2,752,137,123,18.22%,16.36%,10846145
4/5/2020,Daerah Istimewa Yogyakarta,,1,0,0,23,3,5,13.04%,21.74%,3631015
4/5/2020,,,181,7,14,2273,198,164,8.71%,7.22%,265185520
4/5/2020,Jambi,,0,0,0,2,0,4,0.00%,200.00%,3493357
4/5/2020,Jawa Barat,,6,2,1,222,43,93,19.37%,41.89%,45161325
4/5/2020,Jawa Tengah,,3,0,0,179,36,50,20.11%,27.93%,36364072
4/5/2020,Jawa Timur,,35,2,8,213,64,554,30.05%,260.09%,40479023
4/5/2020,Kalimantan Barat,,0,0,0,9,3,3,33.33%,33.33%,5422814
4/5/2020,Kalimantan Selatan,,8,1,0,15,1,0,6.67%,0.00%,4023049
4/5/2020,Kalimantan Tengah,,0,0,0,10,2,43,20.00%,430.00%,2570289
4/5/2020,Kalimantan Timur,,1,0,0,21,1,4,4.76%,19.05%,3552191
4/5/2020,Kalimantan Utara,,0,0,0,8,0,0,0.00%,0.00%,648407
4/5/2020,Kepulauan Bangka Belitung,,0,0,0,2,1,0,50.00%,0.00%,1379767
4/5/2020,Kepulauan Riau,,1,0,0,10,4,4,40.00%,40.00%,1929400
4/5/2020,Lampung,,0,0,0,10,3,0,30.00%,0.00%,9095591
4/5/2020,Maluku,,0,0,0,1,1,2,100.00%,200.00%,1847097
4/5/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
4/5/2020,Nusa Tenggara Barat,,0,0,0,4,0,0,0.00%,0.00%,5270247
4/5/2020,Papua,,8,0,0,25,2,6,8.00%,24.00%,4340348
4/5/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
4/5/2020,Riau,,1,1,0,11,2,2,18.18%,18.18%,6074100
4/5/2020,Sulawesi Barat,,0,0,0,2,0,0,0.00%,0.00%,1559984
4/5/2020,Sulawesi Selatan,,2,2,11,82,10,25,12.20%,30.49%,9426885
4/5/2020,Sulawesi Tengah,,1,0,0,5,2,0,40.00%,0.00%,2955567
4/5/2020,Sulawesi Tenggara,,0,0,0,5,0,1,0.00%,20.00%,2635461
4/5/2020,Sulawesi Utara,,0,0,0,3,2,5,66.67%,166.67%,2641884
4/5/2020,Sumatera Barat,,0,0,0,8,0,1,0.00%,12.50%,5519245
4/5/2020,Sumatera Selatan,,4,0,0,16,2,2,12.50%,12.50%,8217551
4/5/2020,Sumatera Utara,,0,0,0,18,5,10,27.78%,55.56%,14874889
4/6/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
4/6/2020,Bali,,7,0,0,38,2,9,5.26%,23.68%,4216171
4/6/2020,Banten,,11,2,8,119,36,209,30.25%,175.63%,10722374
4/6/2020,Bengkulu,,0,0,0,2,1,0,50.00%,0.00%,1999539
4/6/2020,DKI Jakarta,,103,7,7,855,144,130,16.84%,15.20%,10846145
4/6/2020,Daerah Istimewa Yogyakarta,,3,0,1,26,3,6,11.54%,23.08%,3631015
4/6/2020,,,218,11,28,2491,209,192,8.39%,7.71%,265185520
4/6/2020,Jambi,,0,0,0,2,0,4,0.00%,200.00%,3493357
4/6/2020,Jawa Barat,,10,3,4,232,46,97,19.83%,41.81%,45161325
4/6/2020,Jawa Tengah,,19,5,1,198,41,51,20.71%,25.76%,36364072
4/6/2020,Jawa Timur,,9,5,11,222,69,565,31.08%,254.50%,40479023
4/6/2020,Kalimantan Barat,,0,0,0,9,3,3,33.33%,33.33%,5422814
4/6/2020,Kalimantan Selatan,,2,0,0,17,1,0,5.88%,0.00%,4023049
4/6/2020,Kalimantan Tengah,,9,0,0,19,2,43,10.53%,226.32%,2570289
4/6/2020,Kalimantan Timur,,6,0,0,27,1,4,3.70%,14.81%,3552191
4/6/2020,Kalimantan Utara,,7,0,0,15,0,0,0.00%,0.00%,648407
4/6/2020,Kepulauan Bangka Belitung,,0,0,0,2,1,0,50.00%,0.00%,1379767
4/6/2020,Kepulauan Riau,,0,0,0,10,4,4,40.00%,40.00%,1929400
4/6/2020,Lampung,,1,0,0,11,3,0,27.27%,0.00%,9095591
4/6/2020,Maluku,,0,0,0,1,1,2,100.00%,200.00%,1847097
4/6/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
4/6/2020,Nusa Tenggara Barat,,3,0,0,7,0,0,0.00%,0.00%,5270247
4/6/2020,Papua,,0,1,0,25,3,6,12.00%,24.00%,4340348
4/6/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
4/6/2020,Riau,,1,0,0,12,2,2,16.67%,16.67%,6074100
4/6/2020,Sulawesi Barat,,0,0,0,2,0,0,0.00%,0.00%,1559984
4/6/2020,Sulawesi Selatan,,29,0,0,111,10,25,9.01%,22.52%,9426885
4/6/2020,Sulawesi Tengah,,0,0,0,5,2,0,40.00%,0.00%,2955567
4/6/2020,Sulawesi Tenggara,,1,0,0,6,0,1,0.00%,16.67%,2635461
4/6/2020,Sulawesi Utara,,2,0,0,5,2,5,40.00%,100.00%,2641884
4/6/2020,Sumatera Barat,,10,0,0,18,0,1,0.00%,5.56%,5519245
4/6/2020,Sumatera Selatan,,0,0,0,16,2,2,12.50%,12.50%,8217551
4/6/2020,Sumatera Utara,,1,0,0,19,5,10,26.32%,52.63%,14874889
4/7/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
4/7/2020,Bali,,0,0,0,38,2,9,5.26%,23.68%,4216171
4/7/2020,Banten,,6,0,4,125,36,213,28.80%,170.40%,10722374
4/7/2020,Bengkulu,,0,0,0,2,1,0,50.00%,0.00%,1999539
4/7/2020,DKI Jakarta,,113,14,3,968,158,133,16.32%,13.74%,10846145
4/7/2020,Daerah Istimewa Yogyakarta,,1,0,0,27,3,6,11.11%,22.22%,3631015
4/7/2020,,,247,12,12,2738,221,204,8.07%,7.45%,265185520
4/7/2020,Jambi,,0,0,0,2,0,4,0.00%,200.00%,3493357
4/7/2020,Jawa Barat,,76,3,2,308,49,99,15.91%,32.14%,45161325
4/7/2020,Jawa Tengah,,8,0,0,206,41,51,19.90%,24.76%,36364072
4/7/2020,Jawa Timur,,5,5,2,227,74,567,32.60%,249.78%,40479023
4/7/2020,Kalimantan Barat,,1,0,1,10,3,4,30.00%,40.00%,5422814
4/7/2020,Kalimantan Selatan,,0,2,0,17,3,0,17.65%,0.00%,4023049
4/7/2020,Kalimantan Tengah,,1,0,2,20,2,45,10.00%,225.00%,2570289
4/7/2020,Kalimantan Timur,,0,0,0,27,1,4,3.70%,14.81%,3552191
4/7/2020,Kalimantan Utara,,0,0,0,15,0,0,0.00%,0.00%,648407
4/7/2020,Kepulauan Bangka Belitung,,0,0,0,2,1,0,50.00%,0.00%,1379767
4/7/2020,Kepulauan Riau,,0,0,0,10,4,4,40.00%,40.00%,1929400
4/7/2020,Lampung,,0,0,0,11,3,0,27.27%,0.00%,9095591
4/7/2020,Maluku,,0,0,0,1,1,2,100.00%,200.00%,1847097
4/7/2020,Maluku Utara,,0,0,0,1,0,0,0.00%,0.00%,1307803
4/7/2020,Nusa Tenggara Barat,,0,0,0,7,0,0,0.00%,0.00%,5270247
4/7/2020,Papua,,0,1,0,25,4,6,16.00%,24.00%,4340348
4/7/2020,Papua Barat,,0,0,0,2,1,1,50.00%,50.00%,1140701
4/7/2020,Riau,,0,0,0,12,2,2,16.67%,16.67%,6074100
4/7/2020,Sulawesi Barat,,0,0,0,2,0,0,0.00%,0.00%,1559984
4/7/2020,Sulawesi Selatan,,10,0,2,121,10,27,8.26%,22.31%,9426885
4/7/2020,Sulawesi Tengah,,0,0,2,5,2,2,40.00%,40.00%,2955567
4/7/2020,Sulawesi Tenggara,,0,0,0,6,0,1,0.00%,16.67%,2635461
4/7/2020,Sulawesi Utara,,3,1,0,8,3,5,37.50%,62.50%,2641884
4/7/2020,Sumatera Barat,,0,0,0,18,0,1,0.00%,5.56%,5519245
4/7/2020,Sumatera Selatan,,0,0,0,16,2,2,12.50%,12.50%,8217551
4/7/2020,Sumatera Utara,,0,0,0,19,5,10,26.32%,52.63%,14874889
4/8/2020,Aceh,,0,0,0,5,0,1,0.00%,20.00%,5247257
4/8/2020,Bali,,6,0,0,44,2,9,4.55%,20.45%,4216171
4/8/2020,Banten,,19,0,6,144,36,219,25.00%,152.08%,10722374
4/8/2020,Bengkulu,,0,0,0,2,1,0,50.00%,0.00%,1999539
4/8/2020,DKI Jakarta,,90,8,5,1058,166,138,15.69%,13.04%,10846145
4/8/2020,Daerah Istimewa Yogyakarta,,4,3,3,31,6,9,19.35%,29.03%,3631015
4/8/2020,,,218,19,18,2956,240,222,8.12%,7.51%,265185520
4/8/2020,Jambi,,0,0,0,2,0,4,0.00%,200.00%,3493357
4/8/2020,Jawa Barat,,22,5,4,330,54,103,16.36%,31.21%,45161325
4/8/2020,Jawa Tengah,,15,3,2,221,44,53,19.91%,23.98%,36364072
4/8/2020,Jawa Timur,,15,23,15,242,97,582,40.08%,240.50%,40479023
4/8/2020,Kalimantan Barat,,0,0,0,10,3,4,30.00%,40.00%,5422814
4/8/2020,Kalimantan Selatan,,4,0,1,21,3,1,14.29%,4.76%,4023049
4/8/2020,Kalimantan Tengah,,0,1,0,20,3,45,15.00%,225.00%,2570289
4/8/2020,Kalimantan Timur,,1,0,0,28,1,4,3.57%,14.29%,3552191
4/8/2020,Kalimantan Utara,,1,0,0,16,0,0,0.00%,0.00%,648407
4/8/2020,Kepulauan Bangka Belitung,,1,0,0,3,1,0,33.33%,0.00%,1379767
4/8/2020,Kepulauan Riau,,0,0,0,10,4,4,40.00%,40.00%,1929400
